Demographic,State,State Abbr,Winner,Biden %,Trump %,Biden Electoral Votes,Trump Electoral Votes,Electoral Votes Available
Suburban,delaware,DE,Biden,62,36,3,0,3
Suburban,alaska,AK,Trump,35,59,0,3,3
Suburban,hawaii,HI,Biden,57,40,4,0,4
Suburban,south-carolina,SC,Trump,44,55,0,9,9
"Under $25,000",alabama,AL,Trump,48,51,0,9,9
"Under $25,000",arizona,AZ,Biden,50,48,11,0,11
"Under $25,000",arkansas,AR,Trump,33,65,0,6,6
"Under $25,000",california,CA,Biden,76,22,55,0,55
"Under $25,000",colorado,CO,Biden,60,37,9,0,9
"Under $25,000",connecticut,CT,Biden,66,31,7,0,7
"Under $25,000",florida,FL,Biden,54,45,29,0,29
"Under $25,000",georgia,GA,Biden,54,44,16,0,16
"Under $25,000",illinois,IL,Biden,61,36,20,0,20
"Under $25,000",indiana,IN,Trump,47,52,0,11,11
"Under $25,000",iowa,IA,Biden,58,41,6,0,6
"Under $25,000",kansas,KS,Trump,46,50,0,6,6
"Under $25,000",kentucky,KY,Trump,37,61,0,8,8
"Under $25,000",louisiana,LA,Biden,53,45,8,0,8
"Under $25,000",maine,ME,Biden,54,44,4,0,4
"Under $25,000",maryland,MD,Biden,74,25,10,0,10
"Under $25,000",massachusetts,MA,Biden,67,32,11,0,11
"Under $25,000",michigan,MI,Biden,60,40,16,0,16
"Under $25,000",minnesota,MN,Biden,56,42,10,0,10
"Under $25,000",mississippi,MS,Trump,49,49,0,6,6
"Under $25,000",missouri,MO,Trump,40,58,0,10,10
"Under $25,000",montana,MT,Trump,43,49,0,3,3
"Under $25,000",nebraska,NE,Trump,43,54,0,5,5
"Under $25,000",nevada,NV,Biden,58,39,6,0,6
"Under $25,000",new-hampshire,NH,Biden,62,36,4,0,4
"Under $25,000",new-jersey,NJ,Biden,64,34,14,0,14
"Under $25,000",new-mexico,NM,Biden,62,36,5,0,5
"Under $25,000",new-york,NY,Biden,61,38,29,0,29
"Under $25,000",north-carolina,NC,Biden,53,46,15,0,15
"Under $25,000",ohio,OH,Biden,53,47,18,0,18
"Under $25,000",oklahoma,OK,Trump,37,60,0,7,7
"Under $25,000",oregon,OR,Biden,51,44,7,0,7
"Under $25,000",pennsylvania,PA,Biden,54,46,20,0,20
"Under $25,000",south-carolina,SC,Biden,60,39,9,0,9
"Under $25,000",tennessee,TN,Trump,41,58,0,11,11
"Under $25,000",texas,TX,Biden,53,46,38,0,38
"Under $25,000",utah,UT,Trump,41,52,0,6,6
"Under $25,000",virginia,VA,Biden,63,35,13,0,13
"Under $25,000",washington,WA,Biden,60,37,12,0,12
"Under $25,000",west-virginia,WV,Trump,28,70,0,5,5
"Under $25,000",wisconsin,WI,Biden,61,37,10,0,10
Urban,alabama,AL,Biden,59,40,9,0,9
Urban,washington,WA,Biden,74,25,12,0,12
Urban,oregon,OR,Biden,72,25,7,0,7
Urban,california,CA,Biden,68,30,55,0,55
Urban,nevada,NV,Biden,59,39,6,0,6
Urban,utah,UT,Biden,59,38,6,0,6
Urban,arizona,AZ,Biden,59,40,11,0,11
Urban,new-mexico,NM,Biden,60,37,5,0,5
Urban,colorado,CO,Biden,66,32,9,0,9
Urban,montana,MT,Biden,54,42,3,0,3
Urban,oklahoma,OK,Trump,43,55,0,7,7
Urban,texas,TX,Biden,58,41,38,0,38
Urban,louisiana,LA,Biden,67,32,8,0,8
Urban,missouri,MO,Biden,67,32,10,0,10
Urban,iowa,IA,Biden,62,36,6,0,6
Urban,minnesota,MN,Biden,75,23,10,0,10
Urban,wisconsin,WI,Biden,66,34,10,0,10
Urban,michigan,MI,Biden,68,31,16,0,16
Urban,illinois,IL,Biden,72,26,20,0,20
Urban,mississippi,MS,Biden,61,38,6,0,6
Urban,georgia,GA,Biden,68,31,16,0,16
Urban,florida,FL,Biden,55,44,29,0,29
Urban,north-carolina,NC,Biden,64,35,15,0,15
Urban,virginia,VA,Biden,63,34,13,0,13
Urban,kentucky,KY,Biden,61,38,8,0,8
Urban,pennsylvania,PA,Biden,67,32,20,0,20
Urban,new-york,NY,Biden,73,25,29,0,29
Urban,new-jersey,NJ,Biden,67,31,14,0,14
Urban,massachusetts,MA,Biden,78,20,11,0,11
Urban,maine,ME,Biden,54,42,4,0,4
Urban,new-hampshire,NH,Biden,52,46,4,0,4
Urban,connecticut,CT,Biden,70,27,7,0,7
Urban,maryland,MD,Biden,79,20,10,0,10
Urban,ohio,OH,Biden,63,36,18,0,18
Urban,indiana,IN,Biden,57,42,11,0,11
Urban,nebraska,NE,Biden,60,39,5,0,5
Urban,kansas,KS,Biden,50,47,6,0,6
Urban,tennessee,TN,Biden,67,31,11,0,11
Urban,delaware,DE,Biden,74,23,3,0,3
Urban,alaska,AK,Biden,51,47,3,0,3
Urban,hawaii,HI,Biden,68,30,4,0,4
Urban,south-carolina,SC,Biden,54,43,9,0,9
White,wyoming,WY,Trump,28,69,0,3,3
White,wisconsin,WI,Trump,48,51,0,10,10
White,west-virginia,WV,Trump,27,71,0,5,5
White,washington,WA,Biden,57,40,12,0,12
White,virginia,VA,Trump,45,52,0,13,13
White,vermont,VT,Biden,67,31,3,0,3
White,utah,UT,Trump,37,59,0,6,6
White,texas,TX,Trump,32,67,0,38,38
White,tennessee,TN,Trump,29,69,0,11,11
White,south-dakota,SD,Trump,35,63,0,3,3
White,south-carolina,SC,Trump,29,69,0,9,9
White,rhode-island,RI,Biden,57,41,4,0,4
White,pennsylvania,PA,Trump,45,54,0,20,20
White,oregon,OR,Biden,57,40,7,0,7
White,oklahoma,OK,Trump,28,71,0,7,7
White,ohio,OH,Trump,39,59,0,18,18
White,north-dakota,ND,Trump,31,66,0,3,3
White,north-carolina,NC,Trump,38,61,0,15,15
White,new-york,NY,Trump,47,52,0,29,29
White,new-mexico,NM,Biden,49,48,5,0,5
White,new-jersey,NJ,Biden,50,49,14,0,14
White,new-hampshire,NH,Biden,53,45,4,0,4
White,nevada,NV,Trump,45,53,0,6,6
White,nebraska,NE,Trump,37,61,0,5,5
White,montana,MT,Trump,39,57,0,3,3
White,missouri,MO,Trump,36,62,0,10,10
White,mississippi,MS,Trump,18,81,0,6,6
White,minnesota,MN,Biden,51,47,10,0,10
White,michigan,MI,Trump,45,53,0,16,16
White,massachusetts,MA,Biden,63,35,11,0,11
White,maryland,MD,Biden,52,46,10,0,10
White,maine,ME,Biden,54,44,4,0,4
White,louisiana,LA,Trump,22,77,0,8,8
White,kentucky,KY,Trump,32,66,0,8,8
White,kansas,KS,Trump,38,59,0,6,6
White,iowa,IA,Trump,44,54,0,6,6
White,indiana,IN,Trump,36,61,0,11,11
White,illinois,IL,Biden,50,49,20,0,20
White,idaho,ID,Trump,32,64,0,4,4
White,hawaii,HI,Biden,63,35,4,0,4
White,georgia,GA,Trump,29,69,0,16,16
White,florida,FL,Trump,39,61,0,29,29
White,delaware,DE,Biden,50,48,3,0,3
White,connecticut,CT,Biden,55,43,7,0,7
White,colorado,CO,Biden,53,44,9,0,9
White,california,CA,Biden,56,42,55,0,55
White,arkansas,AR,Trump,26,72,0,6,6
White,arizona,AZ,Trump,45,53,0,11,11
White,alaska,AK,Trump,44,53,0,3,3
White,alabama,AL,Trump,20,78,0,9,9
Women,alabama,AL,Trump,40,59,0,9,9
Women,alaska,AK,Biden,52,45,3,0,3
Women,arizona,AZ,Biden,52,47,11,0,11
Women,arkansas,AR,Trump,36,60,0,6,6
Women,california,CA,Biden,68,30,55,0,55
Women,colorado,CO,Biden,61,36,9,0,9
Women,connecticut,CT,Biden,64,34,7,0,7
Women,delaware,DE,Biden,64,34,3,0,3
Women,florida,FL,Biden,51,48,29,0,29
Women,georgia,GA,Biden,54,44,16,0,16
Women,hawaii,HI,Biden,71,28,4,0,4
Women,idaho,ID,Trump,38,58,0,4,4
Women,illinois,IL,Biden,63,36,20,0,20
Women,indiana,IN,Trump,43,55,0,11,11
Women,iowa,IA,Trump,48,50,0,6,6
Women,kansas,KS,Trump,45,53,0,6,6
Women,kentucky,KY,Trump,39,59,0,8,8
Women,louisiana,LA,Trump,43,56,0,8,8
Women,maine,ME,Biden,56,43,4,0,4
Women,maryland,MD,Biden,68,31,10,0,10
Women,massachusetts,MA,Biden,72,26,11,0,11
Women,michigan,MI,Biden,58,41,16,0,16
Women,minnesota,MN,Biden,57,42,10,0,10
Women,mississippi,MS,Trump,43,56,0,6,6
Women,missouri,MO,Trump,45,55,0,10,10
Women,montana,MT,Trump,44,53,0,3,3
Women,nebraska,NE,Trump,41,57,0,5,5
Women,nevada,NV,Biden,56,42,6,0,6
Women,new-hampshire,NH,Biden,57,41,4,0,4
Women,new-jersey,NJ,Biden,64,35,14,0,14
Women,new-mexico,NM,Biden,57,41,5,0,5
Women,new-york,NY,Biden,60,39,29,0,29
Women,north-carolina,NC,Biden,52,47,15,0,15
Women,north-dakota,ND,Trump,38,58,0,3,3
Women,ohio,OH,Trump,49,50,0,18,18
Women,oklahoma,OK,Trump,37,62,0,7,7
Women,oregon,OR,Biden,62,36,7,0,7
Women,pennsylvania,PA,Biden,52,47,20,0,20
Women,rhode-island,RI,Biden,60,39,4,0,4
Women,south-carolina,SC,Trump,49,49,0,9,9
Women,south-dakota,SD,Trump,41,58,0,3,3
Women,tennessee,TN,Trump,41,57,0,11,11
Women,texas,TX,Trump,49,50,0,38,38
Women,utah,UT,Trump,41,56,0,6,6
Women,vermont,VT,Biden,78,20,3,0,3
Women,virginia,VA,Biden,57,41,13,0,13
Women,washington,WA,Biden,62,35,12,0,12
Women,west-virginia,WV,Trump,29,69,0,5,5
Women,wisconsin,WI,Biden,53,46,10,0,10
